ResponseId,MainBranch,Age,RemoteWork,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,Country,WorkExp,Industry,ConvertedCompYearly
762,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,17,"Developer, back-end",20 to 99 employees,United States of America,17,Software Development,175000
764,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,14,"Developer, back-end",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,15,Banking/Financial Services,68535
765,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,2,"Developer, embedded applications or devices",100 to 499 employees,United States of America,3,Other:,120000
769,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,12,"Developer, game or graphics",10 to 19 employees,United States of America,13,Other:,80000
770,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",24,20,Blockchain,100 to 499 employees,Poland,20,Software Development,120000
771,I am a developer by profession,18-24 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,Less than 1 year,"Developer, full-stack",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,1,Fintech,33121
775,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,11,"Developer, full-stack",2 to 9 employees,Portugal,11,Software Development,128887
777,I am a developer by profession,45-54 years old,Remote,Some college/university study without earning a degree,38,27,"Developer, full-stack",100 to 499 employees,Finland,28,Banking/Financial Services,84851
779,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22,20,"Developer, full-stack",100 to 499 employees,Canada,22,Software Development,87231
782,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,13,"Developer, back-end",100 to 499 employees,United States of America,13,"Internet, Telecomm or Information Services",163000
783,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,7,"Developer, desktop or enterprise applications",100 to 499 employees,Germany,7,Software Development,78621
786,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,4,"Developer, AI","10,000 or more employees",Netherlands,5,Banking/Financial Services,64444
787,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,9,8,Engineering manager,10 to 19 employees,Lithuania,8,Other:,85925
788,I am a developer by profession,35-44 years old,Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",23,10,"Developer, full-stack",2 to 9 employees,United Kingdom of Great Britain and Northern Ireland,10,Software Development,84076
789,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,15,"Developer, embedded applications or devices","10,000 or more employees",Germany,15,Other:,83777
790,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",37,17,"Developer, back-end",10 to 19 employees,Ukraine,17,"Transportation, or Supply Chain",72000
792,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,2,"Developer, full-stack",2 to 9 employees,United Kingdom of Great Britain and Northern Ireland,2,NA,35032
793,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,3,"Developer, embedded applications or devices","5,000 to 9,999 employees",United States of America,3,"Transportation, or Supply Chain",150000
795,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,12,"Developer, full-stack","10,000 or more employees",Canada,12,Software Development,123578
800,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,8,"Developer, game or graphics",100 to 499 employees,Finland,8,Healthcare,46185
808,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,2,"Developer, desktop or enterprise applications",100 to 499 employees,United States of America,2,Manufacturing,92000
809,I am a developer by profession,55-64 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45,32,"Developer, full-stack",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,39,Software Development,80254
811,I am a developer by profession,55-64 years old,In-person,Some college/university study without earning a degree,28,28,Project manager,20 to 99 employees,United States of America,28,Higher Education,118106
817,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,4,"Developer, full-stack","1,000 to 4,999 employees",United States of America,4,Government,110000
822,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,9,Engineering manager,100 to 499 employees,Cyprus,15,Software Development,161109
824,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,10,Other (please specify):,"10,000 or more employees",United States of America,10,Fintech,215000
825,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,6,"Developer, full-stack",10 to 19 employees,United States of America,10,Other:,145000
826,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,4,"Developer, full-stack",100 to 499 employees,India,4,Other:,41872
828,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,10,Research & Development role,500 to 999 employees,Czech Republic,10,"Internet, Telecomm or Information Services",3040
829,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30,15,"Senior Executive (C-Suite, VP, etc.)","10,000 or more employees",United States of America,15,Retail and Consumer Services,1000000
830,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,10,Engineering manager,500 to 999 employees,United States of America,16,Other:,195000
831,I am a developer by profession,55-64 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",42,38,Developer Experience,20 to 99 employees,United States of America,38,Computer Systems Design and Services,165000
833,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,18,10,"Developer, full-stack",2 to 9 employees,Netherlands,12,Software Development,36518
834,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,8,Data scientist or machine learning specialist,"5,000 to 9,999 employees",South Africa,9,Fintech,75332
835,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,5,"Developer, back-end",10 to 19 employees,Pakistan,5,Software Development,12921
836,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,8,"Developer, front-end",20 to 99 employees,Ukraine,8,Software Development,24000
844,I am a developer by profession,18-24 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,2,"Developer, full-stack",500 to 999 employees,United States of America,3,Software Development,98000
847,I am a developer by profession,45-54 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",34,24,"Developer, full-stack",2 to 9 employees,France,24,Software Development,53703
853,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,8,"Developer, front-end",20 to 99 employees,United States of America,15,Software Development,175000
855,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,6,"Developer, QA or test",500 to 999 employees,United States of America,9,Software Development,159000
856,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",27,14,NA,"5,000 to 9,999 employees",United States of America,14,Other:,155000
857,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,7,"Developer, full-stack",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,8,Fintech,127388
867,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,3,"Developer, back-end",10 to 19 employees,Romania,5,Software Development,15536
871,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,18,"Developer, back-end","10,000 or more employees",Canada,18,Software Development,327118
872,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,9,Engineering manager,"10,000 or more employees",United States of America,9,Software Development,257695
873,I am a developer by profession,45-54 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35,24,"Developer, embedded applications or devices",2 to 9 employees,France,35,Computer Systems Design and Services,71962
874,I am a developer by profession,45-54 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",38,22,"Developer, full-stack",20 to 99 employees,Germany,22,Software Development,54777
875,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",8,8,"Developer, full-stack",20 to 99 employees,Israel,6,"Internet, Telecomm or Information Services",100381
877,I am a developer by profession,45-54 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35,25,"Developer, desktop or enterprise applications","10,000 or more employees",Finland,25,Software Development,80555
878,I am a developer by profession,18-24 years old,Remote,Some college/university study without earning a degree,12,6,"Developer, back-end","1,000 to 4,999 employees",Finland,6,Software Development,239516
881,I am a developer by profession,45-54 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,40,27,"Developer, full-stack","10,000 or more employees",United States of America,27,Manufacturing,170000
884,I am a developer by profession,45-54 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",29,25,"Developer, front-end",20 to 99 employees,Serbia,29,Media & Advertising Services,413
886,I am a developer by profession,35-44 years old,Remote,Some college/university study without earning a degree,21,21,"Developer, full-stack",500 to 999 employees,United States of America,21,Energy,190000
889,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,3,Student,"1,000 to 4,999 employees",Croatia,3,Software Development,167554
890,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,4,"Developer, game or graphics",20 to 99 employees,Poland,4,Other:,38604
891,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,24,19,"Developer, back-end",20 to 99 employees,Portugal,19,Software Development,83777
894,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,11,"Developer, mobile",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,11,Fintech,112101
